,bands,spotify_id,musicbrainz_id,gracenote_era,member_count,spotify_popularity,spotify_genre,spotify_track_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lastfm_play_count,lastfm_listener_count,played_warped
183,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,c41dd59f-d805-41df-9e0e-83ec0f9f468e,2010,0,65,alternative emo,55.3,0.09574912,0.4113,187326.1,0.8683,0.18529108,4.3,0.1273,-3.9917,0.8,0.08082,131.1649,3.9,0.4733,3025529,65871,1
184,Neo Geo,3tFJUaoaZtYf52mrYYtcb0,979e0f4c-f132-44f3-b87f-e6f6c771ecb8,2010,0,10,0,4.6,0.05010228,0.464,218486.5,0.8401,8.2352e-05,6.4,0.22437,-5.1116,0.5,0.09045,153.5002,4.0,0.4381,79765,8587,1
185,Never Shout Never,5pUmXBIQtqpvdV1HAy2xYC,2d5b19d2-2e63-4416-a99e-044ab302811c,2010,0,61,alternative pop rock,49.8,0.51272,0.7232,156805.9,0.5022,1.09e-07,4.2,0.21303,-7.2542,0.9,0.10899,113.0346,3.9,0.5594,17019339,337587,1
186,New Beat Fund,5IqdTZwvASXwM39z5qPqAA,3d9def5c-8223-4d06-a609-c2d296fdf0e5,2010,0,44,indie rockism,31.0,0.010693,0.575,226185.3,0.8015,0.00040135,5.6,0.23249,-4.9758,0.7,0.06981,139.3057,4.0,0.6429,44898,10826,1
187,New Found Glory,4ghjRm4M2vChDfTUycx0Ce,6acb932e-840d-47ac-8e0d-725ad8a6e52c,2000,7,62,alternative emo,46.5,0.0806359,0.4801,204452.4,0.8902,0.01660582,4.4,0.18376,-4.2238,1.0,0.0764,135.11,4.0,0.5916,34367279,1023578,1
188,No Bragging Rights,6b0TUydvuFHiCMET4SZ0L2,224a4ffb-4a46-4312-b98a-afda163114ab,2000,0,36,metalcore,23.8,0.00280629,0.346,223619.0,0.9603,0.002972545,4.3,0.20419,-3.1915,0.6,0.11738,121.309,3.6,0.28331,639293,22335,1
189,NOFX,4S2yOnmsWW97dT87yVoaSZ,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,1990,4,66,funk rock,47.8,0.00311072,0.4188,152574.8,0.9259,0.0051801,5.2,0.23496,-6.191,0.7,0.09037,142.226,4.0,0.5176,55482472,1026814,1
190,Norma Jean,55b0Gfm53udtGBs8mmNXrH,a02b1a45-271c-4bc3-9d82-68bb896cb5fd,2000,2,50,christian hardcore,39.5,0.19444623,0.3726,198745.1,0.8191,0.23866338,6.0,0.3318,-7.7543,0.8,0.13958,124.0147,3.4,0.16963,11933960,294643,1
191,Not On Tour,16WDYbEW4sAp744DVfmr3u,e0d2ca1d-5fc6-468c-80fd-0fa89caf5baf,2010,4,28,0,17.8,0.0036992,0.5557,81529.8,0.9735,0.000176957,4.3,0.21796,-3.6298,0.5,0.09301,112.3958,3.8,0.6544,222514,3377,1
192,Nothington,0mTf5njyjkaAb4tpJsTQYE,91a8e9da-8671-45d6-98d3-23d78fe632b6,2000,1,32,folk punk,23.0,0.029307292,0.4322,190022.5,0.9155,0.000250246,5.3,0.23358,-4.0719,1.0,0.07043,127.7743,3.9,0.4143,1116148,41745,1
193,Of Mice and Men ,4tususHNaR68xdgLstlGBA,82b6784e-8161-42a0-9b5c-b9d31e63fd85,2010,5,65,alternative metal,53.8,0.07878485,0.4704,214509.0,0.8627,0.001193046,4.2,0.21319,-4.3146,0.7,0.05468,138.3336,3.7,0.37983,13715534,227721,1
194,Olympia,4dxO8WyhmkXoF2gNAVgnay,dc5b5bc2-5dfd-4073-8e61-8b6cd9ad428f,2000,0,36,deep australian indie,13.6,0.061,0.4929,226898.4,0.6677,0.00273696,6.8,0.14394,-3.7294,0.8,0.03077,127.3631,4.0,0.4248,80548,12268,1
195,Only Crime,77B3UTPWOJL6ZF0uOTZ4Iq,a22b573a-7cd7-4580-afd1-a5fd890e17a4,2000,3,19,fast melodic punk,11.5,0.00015031,0.2886,139953.2,0.9816,0.001100967,4.9,0.24148,-3.9324,0.7,0.13305,152.7305,4.0,0.3686,652396,64612,1
196,ORESKABAND,56OQWVhAWYw1yRxD0R2HSR,7363c329-6aec-4a30-ab64-a1c426a6bc86,2000,0,16,j-poprock,8.2,0.093278,0.6152,185581.4,0.8881,0.151516914,6.0,0.153865,-3.2399,1.0,0.08371,154.4451,4.0,0.7452,640253,34388,1
197,Our Last Night,00YTqRClk82aMchQQpYMd5,5466b02a-4465-4e87-b372-584cd5f97bff,2000,1,63,emo,52.2,0.00194026,0.461,218963.2,0.9135,0.0046436,5.3,0.20089,-3.7581,0.7,0.06815,114.1938,3.9,0.3426,6238987,205895,1
198,P.O.S.,4sH7SLGP6BLOYDtcP6Lm47,2240cbc4-4408-422a-9947-4283bd132c94,2000,0,43,abstract hip hop,30.8,0.081989,0.583,239915.5,0.7231,2.23e-06,5.6,0.2467,-6.1772,0.3,0.29164,115.7479,3.9,0.5361,0,0,1
199,Paramore,74XFHRwlV6OrjEM0A2NCMF,728ea90d-279b-4201-a8c4-597830883150,2000,0,76,candy pop,64.0,0.03161566,0.5176,238425.3,0.8495,0.000223786,5.7,0.13544,-3.9049,0.7,0.06166,142.1165,3.8,0.5285,165593392,2286926,1
200,Parkway Drive,159qqlGwzE04xyqpfAwRLo,a436dd02-0549-4c91-b608-df451217fdeb,2000,5,65,alternative metal,52.2,0.0006875,0.3954,246723.0,0.9726,0.001668916,6.1,0.30162,-4.008,0.3,0.11606,129.3353,3.9,0.3338,40550852,554382,1
201,Piebald,4rOGGTXaYygtFIHsPgLKJv,403bc4cd-602c-4b59-8379-05cb24f66aa6,2000,1,35,alternative emo,24.3,0.04981505,0.3447,231610.7,0.796,6.9096e-05,6.5,0.19714,-6.4354,0.7,0.081,137.8022,4.0,0.4587,2184738,126010,1
202,Pierce the Veil,4iJLPqClelZOBCBifm8Fzv,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,2000,4,71,pixie,48.6,0.00350182,0.5041,246100.0,0.9076,0.000112181,4.2,0.21116,-4.0156,0.5,0.08245,122.8687,4.0,0.4159,15812171,418278,1
203,Poison The Well,71t8oi0TjZ9Op6JRrVqaBx,5275425d-3cdb-4a9a-b9eb-3e246ec69881,2000,1,40,chaotic hardcore,28.4,0.00019018,0.3443,226293.7,0.9081,0.096536211,3.9,0.3131,-5.8418,0.9,0.14266,123.7909,3.9,0.14256,6630840,209328,1
204,Polar Bear Club,1p6hpm6uzCPHdSfrzQwnQA,c4975d06-72e9-4be4-bfd9-d7e9ae46ffe8,2000,0,38,alternative emo,26.0,0.02853811,0.3898,221524.0,0.8749,7.8456e-05,4.0,0.28209,-4.5342,1.0,0.06981,136.415,4.0,0.3942,5242094,101845,1
205,Pour Habit,3yLYG7pSwIPiCzlBiD9xRq,dd37c17b-bcce-4d83-abbf-03cde33229e3,0,0,22,fast melodic punk,8.3,0.00230055,0.3481,169925.3,0.9892,0.014548754,4.8,0.32122,-2.1055,0.8,0.10966,166.2444,4.0,0.4531,402008,18831,1
206,PUP,6A7uqgC2N1nUhrCLAytHxN,7c6a545e-7395-4bc5-81b3-199ca46ead04,2010,0,54,alternative emo,45.4,0.003635641,0.3431,184041.3,0.9567,0.001039752,4.8,0.13194,-2.8243,0.7,0.08775,150.2815,3.6,0.3351,1074698,35888,1
207,PVRIS,6oFs3qk4VepIVFdoD4jmsy,de210c9e-fbf6-4827-987f-dd8885f5d890,2010,0,63,emo,52.4,0.224196,0.5361,237840.6,0.6814,0.00315532,4.6,0.21525,-7.286,0.1,0.05119,120.6932,4.0,0.3604,2726475,80327,1
208,Real Friends,6dEtLwgmSI0hmfwTSjy8cw,9ac8bee0-1c34-46c6-9eee-ee1eb96df282,2010,0,58,alternative emo,43.4,0.064098215,0.4406,184223.2,0.883,0.14951124,4.3,0.20485,-4.9186,1.0,0.07741,147.5204,4.0,0.4042,2589105,56226,1
209,Relient K,3nJWBJvK7uGvfp4iZh9CkN,a49b5d41-7399-49ef-bcb8-a5779a30d2e9,2000,8,65,ccm,50.3,0.147785,0.4818,181946.7,0.7716,0.001155101,6.1,0.13385,-5.3996,0.9,0.04753,136.7226,3.9,0.5083,22590699,688985,1
210,Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,f0bf3f58-bfc9-404b-ac54-49e04544a757,2010,2,60,deep trap,47.6,0.17769,0.8268,199376.8,0.6274,0.000701836,7.0,0.17972,-6.0638,0.5,0.19131,131.2116,4.0,0.35424,1992019,87043,1
211,Rise Against,6Wr3hh341P84m3EI8qdn9O,606bf117-494f-4864-891f-09d63ff6aa4b,2000,10,75,alternative metal,56.4,0.1123402,0.4508,214341.3,0.8536,0.000181081,5.0,0.15318,-4.1852,0.4,0.07352,133.1267,3.9,0.4735,134381125,1928781,1
212,Riverboat Gamblers,70IS631hJba0OuAbmhZNOq,32a69c22-6ed7-4489-88c7-2181e458abf3,2000,1,33,melodic hardcore,22.4,0.001849271,0.3122,156850.5,0.9519,0.00055103,5.5,0.22793,-4.4705,0.9,0.08456,148.9437,4.0,0.5037,843119,46461,1
213,ROAM,0q74f5UdR3j14Lis4AKKxq,cc51d016-a8c8-44b4-a89c-3c12e2812c03,2010,0,43,alternative emo,35.0,0.0613918,0.489,185200.7,0.885,1.15e-05,4.9,0.2766,-4.4474,0.8,0.07635,125.1221,3.9,0.5255,215605,11921,1
214,Rob Lynch,1s5m6hsCoobS4V4DbQDKwr,2e04cc8e-8c0c-4328-a83c-e23642b9972d,2010,2,27,0,5.6,0.25756,0.5962,205662.1,0.7845,1.13e-07,6.4,0.27429,-5.649,1.0,0.05554,142.8728,3.9,0.6036,99147,4395,1
215,Rotting Out,7tjMOkm52H3Qiz3ty2tbNw,7aa46a37-686f-4258-9f24-e760f28860ac,0,0,34,alternative emo,24.9,0.00084073,0.3422,128049.7,0.9848,0.263928,5.0,0.21816,-3.1577,0.6,0.19071,154.2443,4.0,0.4463,1242933,28858,1
216,Ryan's Hope,0nSihIfSPfWCg8JUdPm28q,e966076c-5c85-4c01-876f-cd2ecded6760,2000,0,9,0,19.0,8.19e-05,0.168,233440.0,0.904,5.67e-05,4.0,0.0226,-4.771,0.0,0.0847,95.005,3.0,0.36,156163,8690,1
217,Safe To Say,1UMPTkUA7exbVr8owxbLqy,d958e2fd-e2ba-491b-ad52-fe074a0a7b03,2010,0,32,alternative emo,23.0,0.02738781,0.4498,196167.7,0.807,0.160623,5.3,0.2874,-7.3407,0.7,0.08492,127.9617,4.0,0.35497,72114,4707,1
218,Saves The Day,5gWhlJBlLQGLOgYWO8lwCU,593f8594-83ad-4df4-a9b8-e4d225f55440,2000,9,50,alternative emo,37.8,0.0215496,0.4477,187617.2,0.8661,4.24e-06,5.7,0.18839,-5.8397,0.8,0.09994,142.9135,4.0,0.5615,21520650,519261,1
219,Say Anything,3ImqpXKKgkH5VydfgX1hd4,ee90d1b3-a4e2-4d18-9092-111d856e7e7a,2000,1,57,alternative emo,43.8,0.060818,0.5091,223950.9,0.8031,1.52e-07,7.1,0.20072,-4.7103,1.0,0.127,136.9987,3.9,0.5928,29158119,648746,1
220,SayWeCanFly,6nKQmcReKxJx1vUt9g25j6,b4e501fe-3b2b-4939-80d3-8f071efa6519,2010,0,51,alternative pop rock,39.2,0.44278,0.5395,226749.6,0.5421,2.4951e-05,6.0,0.15451,-7.6897,0.6,0.03801,123.4577,3.9,0.3966,101266,5779,1
221,Seaway,0JXDwBs1sEp6UKoAP58UdF,22cd5803-eb43-443f-955c-a0364f42a8bb,0,0,47,alternative emo,37.3,0.00133516,0.4872,186591.8,0.9052,7.54e-06,5.2,0.21068,-3.6013,1.0,0.09257,132.8955,4.0,0.5691,396766,13166,1
222,Secrets,1TRVqozKc5Qk1cjwRdWBSl,d657331b-bb90-406e-809a-9da590b1d3bb,2000,0,52,metalcore,41.0,0.100198895,0.4718,226033.3,0.8922,0.0851757,5.6,0.24481,-4.1347,0.3,0.08778,138.4613,4.0,0.3939,1628263,69449,1
223,Senses Fail,591yCCsZCLXvaJ0Rg38vLZ,b4946461-dacb-4aa9-a77c-7b3231317794,2000,1,57,emo,45.6,0.029597924,0.4716,207772.0,0.8693,0.010242703,3.7,0.2522,-4.8464,0.4,0.09619,142.9801,4.0,0.4416,20801373,659436,1
224,Set If Off,0,3f4fb24a-4832-4b7a-8f39-c0663699ed5c,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178882,48406,1
225,Set It Off,06bDwgCHeMAwhgI8il4Y5k,3f4fb24a-4832-4b7a-8f39-c0663699ed5c,2000,0,64,electropowerpop,52.6,0.0136141,0.5157,198767.9,0.9005,0.0,3.9,0.19476,-4.0383,0.2,0.07924,149.5001,4.0,0.6379,1178882,48406,1
226,Set Your Goals,2Ivw6FhAZpa7kiAXWztCq5,03d8f83e-a647-4bde-968a-189c0f147783,2000,0,46,alternative emo,34.4,0.00201042,0.4111,200752.0,0.9654,0.000302273,6.9,0.32754,-3.4329,0.6,0.20199,154.0299,4.0,0.3619,11608145,306350,1
227,Sharks,58r5QdZ8pIIydoNTLcM5eO,bbc539ca-0162-47e8-8623-16c8bf9818da,1980,0,39,death core,30.4,3.6628e-05,0.4295,241742.7,0.9585,0.2455071,5.1,0.1869,-4.9895,0.7,0.09884,132.4211,4.0,0.11187,624893,32701,1
228,Shiragirl,3v9yUMUcVUvIUKGoeUN2zZ,48eb1389-2b3a-45b9-94f7-c25c18a23036,0,0,0,riot grrrl,0.1,0.070873,0.6369,179840.0,0.861,0.025101445,7.4,0.22857,-4.3322,0.8,0.14917,131.6912,4.0,0.5784,7211,1770,1
229,Shy Kidx,0QLd7aWdW8KKOKKLJL1fmI,3a5b41fa-78cd-4d5d-ae15-0d83d8a10b76,2010,0,31,0,13.3333333333,0.001208,0.568,261980.0,0.955333333333,0.1137,3.66666666667,0.186666666667,-2.64833333333,0.333333333333,0.0856333333333,126.691333333,4.0,0.491,18444,3497,1
230,Silverstein,1Tsag5J854qxeOo2apszug,d89de379-665d-425c-b2e9-41b95d1edb36,2000,6,60,emo,45.5,0.06770633,0.462,240647.7,0.78,0.00095589,4.9,0.20956,-5.7305,0.5,0.06639,124.1839,4.0,0.3595,28203843,680031,1
231,Sing It Loud,4bQns2oAu4mwPsk3bmm7Jl,b5f4bcd6-1882-4848-b6de-dd61d055d27e,2010,0,25,alternative pop rock,17.5,0.02860539,0.528,202885.3,0.7794,0.00085217,5.2,0.191,-5.277,0.9,0.03848,124.1137,4.0,0.6085,1745189,155075,1
232,Skip The Foreplay,2gr04t4Xhz9UgUQglEAiMC,91b2f47b-0fa5-494d-a1bd-7c0c12b4dfec,2010,0,35,post-post-hardcore,24.2,0.00042756,0.476,195154.8,0.9679,0.000712766,6.6,0.18663,-4.2376,0.7,0.19156,145.8633,4.0,0.27094,447875,16497,1
233,Slaves,4rMxZovfLSDjEL9eI2pKo7,854b9c17-630d-407a-89be-e889f9539246,1970,1,46,0,34.4,0.0790593,0.3557,219738.6,0.8769,1.3983e-05,5.3,0.382,-2.881,0.4,0.06721,110.7299,3.8,0.4154,1652482,77273,1
234,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,3267d5a3-c72c-4c3b-bafe-ec8a569c0b74,2010,5,70,pixie,59.1,0.1226829,0.4781,207732.8,0.7719,9.24e-06,5.6,0.2643,-5.3577,0.5,0.13485,124.5076,4.0,0.3568,14102393,242059,1
235,Smoke or Fire,5ciqqslENhC2wWul0HL2Mp,e601c7cc-1939-469a-ab36-7eecbd448be7,2000,4,29,folk punk,15.9,0.0010597,0.4266,164254.6,0.8952,0.07728814,4.8,0.22993,-5.3657,0.8,0.09017,136.7618,4.0,0.6777,1472126,75479,1
236,Sparks The Rescue,07DRdecWdrPljDGClOl3nL,0002f649-8285-4a72-b847-b3854e1a449c,2000,0,36,alternative pop rock,18.5,0.086958,0.4844,204576.8,0.8622,2.64e-07,3.5,0.24399,-4.0983,0.9,0.06246,125.3886,4.0,0.5632,1727042,131165,1
237,State Champs,1qqdO7xMptucPDMopsOdkr,e2e9df76-a950-4b8b-b3d1-981624470657,2010,0,61,alternative emo,48.6,0.11905283,0.4467,212402.2,0.8109,6.7e-07,6.1,0.143,-5.1282,0.8,0.07825,141.8832,3.9,0.5411,2041932,52207,1
238,Story Of The Year,0KDuKk6YdEu3hR56HtXmxt,e2c3c508-f0ab-49af-92c9-a81d66d67405,2000,5,55,alternative metal,43.7,0.1205224,0.4306,224818.2,0.8806,2.514e-06,4.5,0.16624,-4.6417,0.2,0.11032,134.0533,3.7,0.3116,19935134,807877,1
239,Strawberry Blondes,5hy9nh1FkFcAQCYK1cpWo8,ee3659f3-74b5-49df-8daa-a97c56e1bd3a,2000,1,12,0,4.4,0.0095437,0.3264,197410.7,0.9278,7.1851e-05,6.7,0.3773,-3.0792,0.9,0.11027,122.8924,4.0,0.5889,57207,3010,1
240,Stray From The Path,5tGG1slV9pkcydU5eQSIvm,0fff8ab2-c500-4564-b4f1-f4da7642d986,2000,0,45,christian hardcore,36.1,0.00105583,0.4488,198700.2,0.9907,1.18e-06,3.1,0.25719,-1.9447,0.7,0.2671,151.3105,4.0,0.1972,2146062,45029,1
241,Street Dogs,0spqoVkfVzRyAPmA6ZY5F9,7cf785c5-0b1b-45d0-a851-f820af381ce3,2000,6,39,melodic hardcore,26.1,0.0649813,0.448,181069.3,0.8954,1.2e-07,4.4,0.23499,-4.9259,0.9,0.08174,139.1495,3.9,0.5788,2688934,165261,1
242,Streetlight Manifesto,1OKOTYGoCE2buxTYMegJp7,cbc9199f-944b-42e9-a945-627c9fc0ba6e,2000,9,57,comic,45.7,0.053946,0.5817,282190.8,0.8499,0.001621607,7.6,0.1275,-4.5341,0.7,0.09808,140.0115,4.0,0.7306,16621214,321289,1
243,Strung Out,07ATE522e8aDsEb0JVLYqg,0220a594-56a1-47ca-8288-001ead3a3546,2000,6,49,emo,27.5,4.2334e-05,0.3954,222779.8,0.9651,0.034837,4.8,0.28541,-4.0288,0.6,0.12029,139.4894,4.0,0.4181,7077374,282729,1
244,Sum 41,0qT79UgT5tY4yudH9VfsdT,f2eef649-a6d5-4114-afba-e50ab26254d2,2000,8,73,alternative metal,57.5,0.00228625,0.4172,206502.6,0.9106,0.021212947,6.0,0.2055,-4.4958,0.9,0.09109,144.1249,3.9,0.4844,82008526,2135575,1
245,SYKES,2Rf4X6m0oayCJhaJ5K63GQ,719b335d-de0c-46f6-9f04-4e1820d720af,0,0,68,dance pop,41.9,0.308194,0.5771,224209.2,0.648,1.29e-06,6.5,0.22895,-5.2372,0.5,0.09982,115.5937,4.0,0.6157,45085,7639,1
246,TAT,3K6nJP2pTbavTWbRBg0tQS,1e3a9bd6-0dc6-48fa-8d6f-7bed99b1af2d,0,0,35,0,14.3,0.105906,0.7986,151217.6,0.6323,3.16e-06,4.8,0.16775,-9.4916,0.8,0.3168,142.8766,3.9,0.4641,328067,10853,1
247,Teenage Bottlerocket,0mGyXXKzoR5KAAh4Mkef2W,b2905cf4-10cc-46e2-a2cb-8b40ade3138d,2000,5,47,folk punk,32.2,0.00954686,0.4964,142803.3,0.9563,0.010101499,5.9,0.20911,-3.6099,0.8,0.07589,134.9718,4.0,0.6714,3163311,91065,1
248,Terror,5QatamYwvUTOmMHW6WA0AG,697eba1a-bf52-46b1-a19f-4d7190b63e5c,2000,5,75,indie poptimism,61.4444444444,0.424333333333,0.676666666667,171426.555556,0.417111111111,0.0131910722222,6.55555555556,0.1859,-8.18611111111,0.444444444444,0.136344444444,105.001333333,4.22222222222,0.424666666667,8940689,194903,1
249,The Academy Is...,3jwm6OBdUY5xzFiFIPhMHu,eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac,2000,8,49,emo,37.6,0.0270108,0.455,200664.4,0.889,1.365e-06,5.5,0.20117,-4.3884,0.8,0.11628,151.0052,3.9,0.42364,23633690,738865,1
250,The Aggrolites,5tdgsoMr7dIrcVUVauzuvM,ac241ded-3430-4f42-8451-f78667cc2f52,2000,9,39,rock steady,26.3,0.16796,0.7513,218685.3,0.7488,0.07556039,6.7,0.18494,-6.3611,0.7,0.06409,113.4121,4.0,0.8782,2237266,104174,1
251,The American Scene,2ij0RdiGAa1sEKWEBwLhXm,ad8b5187-1c63-4683-b81f-00ceaee9a6cf,2010,0,28,alternative emo,18.3,0.08395038,0.5144,194174.7,0.798,0.0014236,6.0,0.17218,-5.7415,0.7,0.04584,129.7624,4.0,0.5672,329891,16205,1
252,The Ataris,3LC8PXXgk7YtAIobtjSdNi,57805d77-f947-4851-b7fb-78baad154451,2000,6,54,emo,38.3,0.00323064,0.3889,220726.6,0.9344,1.6435e-05,5.8,0.26945,-3.8076,0.8,0.06803,165.8122,4.0,0.5097,12589100,676935,1
253,The Beautiful Bodies,0,33458f5a-667d-42d3-aa9e-f737a8707169,2010,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005,677,1
254,The Black Dalia Murder,0,21f3573f-10cf-44b3-aeaa-26cccd8448b5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18855155,324627,1
255,The Blackout,35b2hm2fvbdZnckJO6FijB,9bfef3c0-ef69-466a-bb06-cff2a24594a4,2000,0,38,british alternative rock,26.1,0.00028931,0.4894,206766.4,0.9432,0.002144169,5.7,0.32811,-3.5813,0.6,0.06879,107.6559,4.0,0.3447,5438570,221794,1
256,The Bouncing Souls,3mvTAjG7rcyk7DQzLwauzV,429d5f26-329c-41cc-bdff-17c29dbf1fb8,1990,5,52,emo,39.9,0.02475541,0.3738,158995.8,0.9441,0.03325097,4.2,0.34372,-4.2737,0.8,0.0723,116.4044,3.9,0.5359,10933665,412149,1
257,The Briggs,63YfNw6QHkJQnLyH8MG384,d580b213-909c-4cef-9e1c-0e8864aa4492,2000,4,30,heavy christmas,19.7,0.090555,0.4794,189875.2,0.8896,4.28e-07,2.8,0.18523,-3.969,0.8,0.07442,132.1828,4.0,0.6289,819774,73133,1
258,The Casualties,5uMNhVG30JzeZ5xtPb1tqR,d2bf45ea-1d83-4fa7-9613-459071a08cf1,1990,5,44,crossover thrash,31.9,0.006281134,0.3287,135530.5,0.9901,0.006290676,6.1,0.28989,-3.4058,0.5,0.13166,134.0843,4.0,0.29651,4614811,184532,1
259,The Color Fred,6EHCYv0H2JurdIE42TmYZb,be136e58-ccf5-47f0-a000-6e8d7eb3bae0,2000,1,21,dreamo,11.5,0.0971923,0.5153,233745.3,0.7589,1.146e-05,4.4,0.17218,-4.4348,1.0,0.05083,120.2684,4.0,0.566,704352,62401,1
260,The Color Morale,3QHJftSfNb6KIerLVsx7zn,97916e3f-2152-43ba-8190-63a269c3030c,2010,0,53,death core,39.0,0.000206115,0.355,227656.0,0.9584,0.431373,6.9,0.25324,-3.5684,0.7,0.13817,141.7314,4.0,0.2352,2686711,63273,1
261,The Devil Wears Prada,0NbQe5CNgh4YApOCDuHSjb,43c0958c-27ef-46c4-b4cc-83cfca54170d,2000,1,58,christian metal,45.5,0.004051907,0.416,208326.3,0.9427,0.377206137,6.5,0.21294,-3.6814,0.4,0.12279,133.8286,3.8,0.13105,26727905,579708,1
262,The Dirty Nil,2mGENPk4M4jtaf5D7fDi98,039ab342-efb8-472e-817c-5800d3a70493,0,0,33,indie punk,23.3,0.000168937,0.2371,156630.6,0.8829,0.277517158,7.2,0.2658,-4.9861,0.9,0.07966,108.9054,4.0,0.26837,107053,7827,1
263,The Early November,2rxtSTPBJawYhQAXIpgEAi,8448783d-a68c-490f-b5c5-4a6364ef5537,2000,5,46,alternative emo,34.1,0.18032564,0.4296,227928.6,0.6983,0.000968812,5.2,0.25004,-4.0854,0.7,0.05616,118.5987,3.8,0.3453,9669686,407299,1
264,The Exposed,5gzd4Bbcd5Cq7HZAY8QW7f,27c47a11-4b50-437a-8736-bd38ffe2b74e,2000,0,2,0,0.6,0.188142,0.5784,183574.7,0.5369,0.036132233,4.8,0.18172,-12.8358,0.9,0.03193,125.2949,4.0,0.6669,13067,2408,1
265,The Fabulous Rudies,4WWtiYCtpbF3vArSbnuQFD,fe60ae16-7d08-416b-a0ea-7f226141d562,2000,0,4,0,1.4,0.0140022,0.6364,233214.5,0.7509,0.01156801,4.7,0.14719,-6.5064,0.6,0.05195,133.0324,4.0,0.7705,13662,3972,1
266,The Flatliners,6bx5jeXP6LSRVY29adUFdB,e5b8c0f3-0752-4a76-987a-96098ce9d490,2000,4,47,alternative emo,31.9,0.004847591,0.4152,182406.8,0.9373,0.047424129,6.1,0.23533,-3.5834,0.8,0.08665,140.3287,3.9,0.5542,4158162,112276,1
267,The Frantic,21QeLiM1lkgJWKP7knbR78,6210adf6-dd8f-46e9-8491-804f40594b82,1960,0,6,0,2.4,0.0928994,0.4657,151198.3,0.9022,0.08690346,5.0,0.23817,-5.0545,1.0,0.0883,144.6041,4.0,0.6088,35076,3753,1
268,The Gaslight Anthem,7If8DXZN7mlGdQkLE2FaMo,f208f09e-b5b3-4b06-87cd-f7230fae17e3,2000,4,59,emo,45.2,0.1039935,0.4655,211305.2,0.7973,0.000728519,5.4,0.24253,-5.7249,0.8,0.0647,143.2758,4.0,0.50061,34023098,548813,1
269,The Ghost Inside,6kQB2RN7WwryMdJ1MoQh1E,6fbd58c3-e9b3-4419-a197-0a0f22baed94,2010,0,54,death core,44.3,0.000192449,0.4837,231919.3,0.9681,0.000400928,7.2,0.1652,-3.9776,0.5,0.11479,130.5369,4.0,0.286,10522664,214710,1
270,The Higher,6hALa9u5I9KY2PLC2rzsLE,86725eb8-27c1-4356-af5b-10db992eb32c,2000,0,26,emo,17.3,0.236855,0.5637,192721.2,0.7725,0.000144282,3.6,0.20178,-4.6013,0.6,0.07955,129.0499,4.0,0.5889,2363883,135762,1
271,The Human Abstract,2SDGIFzEh9xmE5zDKcMRkj,04762fb6-7671-4b1a-9d24-b39e88592741,2000,0,36,christian metal,27.1,0.00039398,0.415,286525.2,0.9434,0.002606163,5.1,0.17701,-5.4415,0.3,0.12388,136.9089,3.9,0.2579,3401257,105197,1
272,The Interrupters,25Maank76ry2Tmbi2Ql1SF,f8ed032c-0d34-4ae6-a069-91417097509e,2010,4,49,punk,39.2,0.11463,0.576,179785.6,0.9358,0.000408832,3.6,0.31598,-2.4708,0.8,0.05511,137.0317,4.0,0.8141,221095,11427,1
273,The Jukebox Romantics,4UswhxcfY15iWhw8d5LRBV,7e059155-96af-4c5e-88e8-04ee7898f216,2010,0,4,0,0.9,0.029825,0.4093,168721.4,0.9604,0.024239797,6.4,0.16633,-4.8575,0.6,0.11494,143.247,4.0,0.4939,14747,3124,1
274,The Lordz,3iEAVx67Yaf9AcNT9AybuF,c8fff5ec-7879-4b7c-9fb9-1137ee019bce,2000,0,12,0,6.7,0.020094,0.5797,219242.1,0.8666,0.0079524,5.2,0.12622,-4.6154,0.7,0.10945,99.9415,4.0,0.688,61834,8256,1
275,The Maine,4o0pNHbyj36LPvukNqEug0,7bd47e67-ecd5-49d5-837f-c692df38da4e,2010,5,60,emo,44.0,0.0265426,0.5114,219590.4,0.8645,0.00121248,5.9,0.19458,-4.9127,1.0,0.04537,132.8613,4.0,0.605,21318946,553879,1
276,The Marmozets,0,a8397de0-fe98-42db-bf19-c26b99ead138,2010,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184073,54015,1
